aal ale
plaedierte pleaded
plagend bothering
planend planning
planschen swash
plantschend swashing
plantscht swashes
plappern chatter
plappernd chattering
plappert chatters
platschen plash
platschend plashing
platscht plashes
platzen burst
platzend bursting
platzt bursts
plaudern chat
plaudernd nattering
plaudert natters
plazierend placing
plaziert placed
ploetzlich abrupt
ploetzliche sudden
pluendern harry
pluendernd harrying
pluendert harries
plump clownish
plumpsen bump
plus plus
polemisch polemic
politisch political
polsternd padding
populaer popular
poroes porous
positionierend positioning
positioniert positioned
positiv positively
postalisch postal
praechtig gorgeous
praegend minting
praegt mints
praesent present
praesentiert presents
prahlen boast
prahlend boasting
prahlerisch vainglorious
prahlt boasts
praktisch practical
praktizierend practising
praktiziert practises
praktizierte practised
prall plump
preislos priceless
preiswert inexpensive
pressen huddle
pressend huddling
presst huddles
primitive primitive
privat private
pro per
probend rehearsing
probierend sampling
probiert samples
probierte sampled
probt rehearses
produktiv productive
professionell professional
profitiert profits
programmierbar programmable
programmierend programming
programmiert programmed
prophezeien prophesy
prophezeiend auguring
prophezeit augurs
prophezeite presaged
proportional proportional
pruefen check
pruefend checking
prueft checks
pruegeln thrash
pruegelnd thrashing
pruegelt canes
prunkvoll pompous
puenktlich punctual
pumpen pump
pumpt pumps
punktiert dotted
putzen brush
putzt furbishes
quaelen agonize
quaelend agonizing
quaelt agonizes
quaelte smote
quaken quack
quakend quacking
quakt quacks
quasseln yap
quasselnd yapping
quasselt yaps
quellend welling
quengelig grouchy
quengeln grouch
quengelnd grouching
quengelt grouches
quetschen squish
quetschend bruising
quetscht bruises
quieken squeak
quiekend squeaking
quiekt squeaks
quillt wells
rachsuechtig revengeful
radfahrend bicycling
radioaktiv radio-active
raechen avenge
raechend avenging
raecht avenges
raedrig wheeled
raekeln loll
raekelnd lolling
raekelt lolls
raendeln knurl
raet advises
raetselhaft enicmatical
raeuberisch predatorily
raeudig mangily
raeumen evacuate
raeumend evacuating
raeumt evacuates
raffiniert cagey
randalierend rioting
rangieren shunt
rangierend shunting
rangiert shunts
rangierte shunted
ranzig rancid
rar rare
rasch quick
rascheln rustle
raschelnd rustling
raschelt rustles
rasen rave
rasenbedeckt sodded
rasend raving
rasieren shave
rasierend shaving
rasiert shaves
rasierte shaved
raspeln rasp
raspelnd rasping
raspelt rasps
rasseln rattle
rasselnd rattling
rasselt rattles
rastern grate
raten advise
ratend advising
rationalisieren rationalize
rationalisierend rationalizing
rationalisiert rationalizes
ratlos helpless
ratsam advisable
rauben rob
raubend raping
raubt rapes
rauchend fuming
rauchig smokily
raucht fumes
rauchte fumed
raufen scuffle
raufend scuffling
rauft scuffles
rauh inclement
rauschen sough
rauschend soughing
rauscht soughs
rauschte soughed
reagieren react
reagierend reacting
reagiert reacts
reagierte reacted
reaktiviert reactivated
realisieren implement
realistisch realistic
rebellierend rebelling
rebellierte rebelled
rebellisch rebellious
rechnen comput
rechnend computing
rechnet reckons
rechteckig oblong
rechterhand righthand
rechtfertigend justifying
rechtfertigt justifies
rechtlich legal
rechtzeitig timely
reden discourse
redet discourses
reduzieren reduce
reflektieren reflect
reflektierend reflecting
reflektiert reflected
reformierend reforming
reformiert reforms
reformierte reformed
regelmaessig regular
regelnd managing
regelt manages
regelwidrig anomalously
regieren reign
regierend reigning
regiert reigns
regierte reigned
registriert registered
regnen rain
regnend raining
regnerisch rainily
regnet rains
regulaer regular
regulieren regulate
regungslos motionless
reiben chafe
reibend chafing
reibt chafes
reich affluent
reichend reaching
reichlich abound
reicht reaches
reif mature
reifend maturing
reift matures
reihend ranking
reiht ranks
rein chaste
reinigen purge
reinigend cleaning
reinigt cleans
reinste cleanest
reisen travel
reisend touring
reissen rend
reissend wrenching
reisst wrenches
reist travels
reizbar excitable
reizbarer excitablier
reizen tease
reizend charming
reizlos unattractive
reizloser unattarctivier
reizloseste uncomeliest
reizt excites
rekonfiguriert reconfigured
rekonstruieren reconstruct
rekonstruiert reconstructed
relativ relative
religioes religious
renovieren redecorate
renovierend redecorating
renoviert redecorates
renovierte redecorated
reorganisieren reorganize
reorganisierend reorganizing
reorganisiert reorganized
reparieren repair
repariert repaires
repraesentativ representative
repraesentierend representing
repraesentiert represented
reproduzieren reproduces
reproduzierend reproducing
reservieren dedicate
reserviert reserved
resident resident
respektierend respecting
respektiert respects
respektlos irreverent
restauriert restores
retionalisierte rationalized
retten salve
rettend rescuing
rettet rescues
reuevoll contrite
reuig penitent
revolutionaer revolutionary
rhythmisch rhythmic
richtig correct
riechen smell
riechend smelling
riecht smells
riesenhaft gigantic
riesig giant
ringfoermig annular
ringt wrests
riskierend venturing
riskierte ventured
riss tore
ritterlich knightly
rituell ritual
robust tough
rodeln toboggan
rodelnd tobogganing
rodelt toboggans
roehrenfoermig tubular
roesten parch
roestend parching
roestet parchs
roeten redden
roetend reddening
roetet reddens
roetlich reddish
roh raw
roher rawer
rohest rawest
rollen trundle
rollend trundling
rollt rolls
rosa pink
rosten oxidize
rostend oxidizing
rostet oxidizes
rostfrei rustless
rostig rustily
rot red
rotierend rotating
rotiert rotates
rubinrot ruby
ruckartig fitful
rudern scull
rudernd sculling
rudert sculls
rueckberechnen recalculate
rueckberechnet recalculated
rueckbezeichnen redesignate
ruecklaeufig retrograde
rueckrechnend recalculating
rueckrufen recall
ruecksichtslos inconsiderate
rueckversichern reinsure
rueckversichernd reinsuring
rueckversichert reinsures
rueckversicherte reinsured
rueckwaertig rearward
rueckwaerts aback
rueckweisen repel
rueckwirkend retroactive
ruehmen vaunt
ruehmend vaunting
ruehmt vaunts
ruehren stir
ruehrend stiring
ruehrselig maudlin
ruehrt stirs
ruestig hale
rufen call
ruft calls
ruhelos restless
ruhen repose
ruhend dormant
ruhig calm
ruhiger quieter
ruht reposes
ruhte reposed
rumpeln rumble
rumpelnd rumbling
rumpelt rumbles
rund round
rundend rounding
rundlich chubbily
runzelnd wrinkling
runzelt wrinkles
russig sootily
russisch russian
sabotieren ratten
sabotierend rattening
sabotiert rattens
sabotierte rattened
sachdienlich pertinent
sachlich objective
sacken sag
sackend sagging
sackt sags
saeen seed
saeend seedling
saegen sawes
saegend sawing
saemtlich altogether
saet seeds
saettigen sate
saettigend sating
saettigt sates
saeubern cleanup
saeuerlich sourish
saeuernd souring
saeumen hem
saftig juicily
saftlos sapless
sagen say
sagend saying
sagenhaft fabulous
sagt says
sagte said
sah saw
salbungsvoll unctuous
salopp rakish
salzend salting
salzig salty
salzt salts
sammeln gather
sammelnd collecting
sammelt collects
sammelte gathered
samtig velvety
sandig sandily
sanft bland
sanftmuetig gentle
satteln saddle
sattelt saddles
sauber clean
sauberer cleaner
sauer sour
saugen suck
saugend sucking
saugfaehig absorbent
saugt sucks
schachmatt checkmate
schadend harming
schadet harms
schaebig pokily
schaebiger shabbier
schaebigste shabbiest
schaedigend injuring
schaedigt injures
schaedlich harmfull
schaelen pare
schaelend hulling
schaelt hulls
schaemen blush
schaendlich disgraceful
schaerfen sharpen
schaerfend sharpening
schaerfer sharper
schaerft sharpens
schaetzen appraise
schaetzend appraising
schaetzenswert estimable
schaetzt appraises
schaetzte appreciated
schaeumend foaming
schaeumt foams
schaffen create
schaffend constituting
schaltend switching
schaltet toggles
schamhaft shamefaced
schamlos shameless
scharf acrid
scharfsinnig astute
schattierend shading
schattierte shaded
schattig shadily
schaudern shudder
schaudernd shivering
schaudert shivers
schaufeln scoop
schaufelnd scooping
schaufelt scoops
schaukelnd rocking
schaumig foamily
schaut looks
scheckig brindle
scheibchenweise sliced
schein- pseudo
scheinbar apparently
scheinen seem
scheinend seeming
scheinheilig sanctimonious
scheint seems
schelmisch waggish
schelten chide
schematisch diagrammatic
schenken donate
schenkend donating
schenkt donates
scherzen frolic
scherzend frolicing
scherzhaft jocose
scherzt frolics
scheu shy
scheusslich atrocious
schichtend layering
schick chic
schieben shove
schiebend shoving
schiebt shoves
schief skew
schien evidenced
schiessend shooting
schiesst shoots
schiffbar navigable
schiffbruechig shipwrecked
schildert depicts
schillernd iridescent
schimmern glimmer
schimmernd gleaming
schimmert gleams
schimmerte gleamed
schimpfen inveigh
schimpfend inveighing
schimpft chides
schimpfte railed
schlachten slaughter
schlachtend slaughtering
schlachtet slaughters
schlacksig lanky
schlaefrig sleepily
schlaeft nods
schlaegt batters
schlaengeln worming
schlaengelnd wriggling
schlaengelt wriggles
schlafen nod
schlafend asleep
schlaff flabbily
schlaffer flabbier
schlaffste flabbiest
schlaflos sleepless
schlagen batter
schlagend battering
schlagfertig glib
schlammig muddily
schlampig sloppy
schlank slenderly
schlau cleverly
schlecht bad
schlechter worse
schlechteste worst
schleichen skulk
schleichend skulking
schleicht skulks
schleifen grind
schlendern roam
schlendernd roaming
schlendert roams
schleppen haul
schleppend hauling
schleppt hauls
schleudern fling
schleudernd hurling
schleudert hurls
schlicht artless
schliessen clause
schliessend closing
schliesslich finally
schliesst closes
schlimm fatal
schlitzend slitting
schluchzen sob
schluchzend sobbing
schluchzt sobs
schluckend swallowing
schluepfen slip
schluepfend slipping
schluepfrig slipperily
schluepft slips
schluerft scuffs
schlummern nap
schlummernd napping
schlummert naps
schlummerte napped
schlurfen scuff
schlurfend scuffing
schmackhaft palatable
schmaechtig slender
schmal narrow
schmeckend smacking
schmeckt smacks
schmeicheln coax
schmeichelnd coaxing
schmeichelt coaxes
schmelzen liquefies
schmelzend liquefying
schmerzen ache
schmerzend aching
schmerzhaft dolorous
schmerzlich painfully
schmerzlos painless
schmerzt aches
schmieren daub
schmierend daubing
schmierig greasily
schmiert daubs
schmierte greased
schmilzt melts
schmollen pout
schmollend pouting
schmollt pouts
schmorend stewing
schmort stews
schmuecken decorate
schmueckend decorating
schmueckt decorates
schmuggeln smuggle
schmuggelnd smuggling
schmuggelt smuggles
schmutzig dingily
schnappen nab
schnappend nabbing
schnappt nabs
schnarchen snore
schnarchend snoring
schnarcht snores
schnattern cackle
schnatternd cackling
schnattert cackles
schnatterte gabbled
schnaufen wheeze
schneiden cut
schneidend incisive
schneidernd tailoring
schneidet cuts
schneidig dashing
schneiend snowing
schneit snows
schnell fast
schneller faster
schnellste fastest
schnellstens expressly
schnibbeln whittle
schnibbelnd whittling
schnibbelt whittles
schnippend snipping
schnippisch snappish
schnippt snips
schnueffeln sniff
schnueffelnd sniffing
schnueffelt sniffs
schnurren purr
schnurrend purring
schnurrt purrs
schockierend shocking
schockiert shocks
schoen beautiful
schoepferisch creative
schon already
schonungslos unsparing
schraeg oblique
schraubend screwing
schraubt screws
schrecklich awful
schreiben write
schreibend typeing
schreibt types
schreien scream
schreiend crying
schreit clamors
schreiten tread
schreitend treading
schreitet treads
schrieb wrote
schrill shrill
schrillend shrilling
schrillt shrills
schritt trod
schroff brusque
schrumpelig wizen
schrumpfen shrink
schrumpfend shrivelling
schrumpft shrinks
schruppend scrubbing
schruppt scrubs
schuechtern bashful
schuetteln shake
schuettelnd shaking
schuettelt shakes
schuetzen guard
schuetzend patronizing
schuetzt protects
schuften plod
schuftend plodding
schuftet plods
schulden owe
schuldet owes
schuldig guilty
schulmaessig scholastic
schulternd shouldering
schuppig scaly
schurkisch roguish
schwach feeble
schwacher weaker
schwaechen debilitate
schwaechend debilitating
schwaecher weaklier
schwaechste weakliest
schwaecht debilitates
schwaermt raves
schwaerzen blacken
schwaerzt blackens
schwaetzen prate
schwaetzend prating
schwaetzt gossips
schwammig spongily
schwanger pregnantly
schwanken falter
schwankend faltering
schwankt falters
schwarz black
schwatzen blab
schwatzend blabbing
schwatzhaft garrulous
schwatzt blabs
schweben hover
schwebend hovering
schwebt hovers
schwebte hovered
schwedisch swedish
schweigend silently
schweigsam taciturn
schweinisch hoggish
schweissen weld
schweissend welding
schweisst welds
schweizerisch swiss
schwelen smoulder
schwelend smouldering
schwellen swell
schwelt smoulders
schwer heavy
schwerfaellig clumsy
schwerlich gravely
schwermuetig melancholy
schwesterlich sisterly
schwierig difficult
schwimmend floating
schwindelig dizzily
schwindeln fib
schwindelnd giddy
schwindelt fibs
schwinden dwindle
schwindend dwindling
schwindet dwindles
schwingen oscillate
schwingend oscillating
schwingt oscillates
schwirren twang
schwirrend twanging
schwirrt twangs
schwitzen perspire
schwitzend perspiring
schwitzt perspires
schwoeren swear
schwoerend swearing
schwoert swears
schwuel muggily
schwueler muggier
schwuelste muggiest
sechs six
sechste sixth
sechzehn sixteen
sechzehnte sixteenth
sechzig sixty
sechzigste sixtieth
seekrank seasick
seetuechtig seaworthy
seewaerts seaward
segelnd sailing
segelt sails
segnet blesses
sehen view
sehend looking
sehnend longing
sehnsuechtig wishful
sehnt longs
sehr very
seicht shallow
seiden silken
seiend being
seifig soapily
sein be
seine its
seit since
seitennummeriert paged
seitig sided
seitlich lateral
seitwaerts askance
selbe same
selbst self
selbstaendig independent
selbstantwortend autoanswering
selbstgemacht homemade
selbstlos disinterested
selbstsuechtig selfish
selten infrequent
seltsam queer
senden broadcast
sendend sending
sendet sends
sengen singe
sengt singes
senil senile
senkrecht perpendicular
senkrechte verticle
sensationell sensational
sentimental sentimental
sequentielle sequential
seriell serial
sesshaft sedentarily
setzbar settable
setzend setting
setzt sets
seufzend sighing
seufzt sighs
sicher certainly
sichere safe
sicherer securer
sichern backup
sichernd ensuring
sicherste safest
sichert ensures
sichtbar visually
sichtig sighted
sickernd oozing
sickert oozes
sie them
sieben seven
siebend sieving
siebt sieves
siebte seventh
siebzehn seventeen
siebzehnte seventeenth
siebzig seventy
sieden seethe
siedend seething
siedet seethes
siegelnd sealing
siegelt seals
siegreich victorious
sieht sees
similieren simulate
simuliert simulates
simulierte simulated
sind are
singen sing
sinkende sinking
sinnlich sensual
sinnlos senseless
sitzen sit
sitzend sitting
sitzt sits
skeptisch sceptical
skilaufend skiing
skizzierend outlining
skizziert outlined
sklavisch slavish
skrupellos ruthless
so so
sofort immediate
sogar yet
solch such
solide solid
sollte ought
sommerlich summerly
sonderbar weird
sonnig sunny
sonst else
sonstwo elsewhere
sorgfaeltig careful
sorglos careless
sorgt worrys
sorgte cared
sortieren assort
sortierend assorting
sortiert assorts
sortierte assorted
spaehen peer
spaehend peering
spaeht peers
spaehte peered
spaerlich spare
spaet late
spaeter afterward
spalten cleave
spaltend riving
spaltet rives
spaltete cleft
spanisch spanish
sparsam spare
spassen jest
spassend jesting
spassig joky
spasst jests
speichern save
speichernd storing
speichert saves
speisen dine
speisend dining
speist dines
sperren barricade
sperrend barricading
sperrt barricades
spezial special
speziell respectively
spezifische specific
spezifizieren itemise
spezifiziert specifies
spezifizierte specified
spielen gamble
spielend gambling
spielerisch playful
spielt gambles
spielte gambled
spinnt spins
spitz peaked
spitzfindig captious
splitternd splinting
splittert splints
spoettisch derisive
spontan spontaneous
spotten flout
spottend flouting
spottet flouts
sprach spoke
sprachlos dumbly
sprang jumped
sprechen speak
sprechend speaking
spreizen straddle
spreizend straddling
spreizt straddles
spricht speaks
sprichwoertlich proverbial
spriessen sprout
spriessend sprouting
spriesst sprouts
springen bounce
springend bouncing
springt bounces
spritzen bespatter
spritzend bestattering
spritzt bespatters
spritzte bespattered
sprudeln bubble
sprudelnd effervescent
sprudelt sputters
spruehen drizzle
spruehend drizzling
sprueht drizzles
spuelen scavenge
spuelend swilling
spuelt swills
spulen spool
spulend spooling
spult spools
spurlos trackless
spurten sprint
spurtend sprinting
spurtet sprints
stabil robust
staedtisch municipal
staemmig stockily
staendig permanent
staerken strengthen
staerkend restorative
staerkt strengthens
stahl stole
stammeln babble
stammelt babbles
stampfen stomp
stampfend stomping
stampft stomps
standard standard
stapelnd stacking
stapelt stacks
starhlend shining
stark potent
starr numb
starren gaze
starrend gazing
starrsinnig pigheaded
starrt gazes
starten commence
startend actuating
startet actuates
statistische statistical
stattlich portly
staubig dusty
staunend wondering
stechen jab
stechend jabbing
stehen stand
stehend vertical
stehlen burgle
stehlend stealing
steht stands
steif stiff
steigen rise
steigend rising
steigern raise
steigt rises
steil steep
steinig stonily
sterbend dying
sterblich mortal
sternenklar starlit
stets always
steuernd steering
steuerpflichtig declarable
steuert steers
stibitzt pilfers
sticheln taunt
stichelt taunts
sticht jabs
stiehlt steals
still calm
stille silent
stillgelegt inoperative
stillschweigend tacit
stimmen attune
stimmend attuning
stimmt attunes
stimnmend voting
stinkend fetid
stockend stagnant
stoebern quarry
stoebert quarries
stoeckig storeyed
stoehnen groan
stoehnend groaning
stoehnt groans
stoeren perturb
stoerend perturbing
stoert perturbs
stoesst buffets
stoisch stoic
stolpern stumble
stolpernd stumbling
stolpert stumbles
stolz haughtily
stolzieren strut
stolzierend strutting
stolziert struts
stolzierte strutted
stopfend stuffing
stopft plugs
stossen butt
stossend buffeting
stottern stammer
stotternd stammering
stottert stammers
straeuben bristle
straeubt bristles
strafbar culpable
strafen punish
strafend punishing
straft punishes
strafte punished
strahlen irradiate
strahlend brightly
strahlt radiates
strebend striving
strebt strives
strebte strived
strecken stretch
streckend racking
streckt stretches
streicheln stroke
streiten combat
streitend contending
streitet contends
streitig debatable
streng severe
stricken knit
strickend knitting
strickt knits
strittig debatably
stromabwaerts downstream
stromaufwaerts upstream
strukturiert structured
struppig bristly
stueckweise piecemeal
stuendlich hourly
stuermisch stormy
stuerzen overturn
stuerzend overturning
stuerzt overturns
stufenweise gradual
stumm dumb
stumpf blunt
stumpfsinnig obtuse
stur obstinate
sturzflutartig torrential
suchen hunt
suchend searching
sucht searches
suedlich southerly
suendenfrei sinless
suendhaft sinful
suendigend sinning
suess sweet
suesslich sweetish
summen buzz
summend humming
summierend summing
summt hums
summte hummed
sumpfig marshily
supermodern ultramodern
tabelliert tabulated
tadellos blameless
tadeln animadvert
tadelnd animadverting
tadelt animadverts
taeglich daily
taegliche daily
taetig active
taeuschen beguile
taeuschend beguiling
taeuscht beguiles
taktlos indelicate
taktvoll tactful
tanken refuel
tankend refueling
tankt refuels
tanzen dance
tanzend dancing
tanzt dances
tanzte danced
tapfer brave
tarannisch tyrannically
tasten fumble
tastenbezogen hotkeyed
tastend fumbling
tastet fumbles
tastete fumbled
tat did
tatsaechlich defacto
taub deaf
tauchen dive
tauchend dipping
taucht dips
tauen dew
tauend dewing
taufen baptize
taufend baptizing
tauft baptizes
taumelig groggily
tauschen barter
tauschend bartering
tauscht barters
tausend thousand
tausende thousands
taut dews
technisch technical
technisiert engineered
technologisch technological
teerend tarring
teert tars
teilbar divisible
teilen apportion
teilend apportioning
teilgehabt partaken
teilgenommen participated
teilhaben participate
teilhabend participating
teilnahmslos impassive
teilnehmen partake
teils partly
teilt apportions
teilweise partial
telefonierend telephoning
telefonierte telephoned
telegrafisch telegrafic
testend testing
testet tests
teuer expensive
teuflisch devilish
theoretisch theoretic
ticken tick
tickend ticking
tickt ticks
tief deep
tiefer deeper
tiefgreifend profound
tiefste deepest
tierisch animally
tippelnd tripping
tituliert titled
tobend riotous
toedlich deathlily
toenend sounding
toericht foolish
toll madcap
tollkuehn foolhardy
tollwuetig rabid
torkeln lurch
torkelnd lurching
torkelt lurches
tot dead
traditionell traditional
traege idle
traegt bears
traellern troll
traellernd trolling
traellert trolls
traenenreich tearful
traenken imbue
traenkend tincturing
traenkt imbues
traeumen dream
traf met
tragbar portable
tragen bear
tragend bearing
tragisch tragic
trainiert trained
trampend tramping
trampt tramps
trank drank
transistorisiert semi-conductors
transportieren transport
transportierend transporting
transportiert transports
transportierte transported
tratschen tattle
tratschend tattling
tratscht tattles
trauern mourn
trauernd mourning
trauert mourns
traurig funereal
traut trusts
treffen hit
treiben impel
treibend drifting
treibt drifts
trennbar separable
trennen seperate
trennend disconnecting
trennende separating
trennt disconnects
treppabwaerts downstairs
treu faithful
treulos disloyal
tricksend tricking
trifft hits
trigonometrisch trigonometric
trillern quaver
trillernd quavering
trillert quavers
trinkbar drinkable
trinken drink
triumphierend triumphant
triumphiert triumphs
triumphierte triumphed
trocken dry
trocknend drying
trocknet dries
troedeln dally
troedelnd dallying
troedelt dallies
troepfeln dribble
troepfelnd dribbling
troepfelt dribbles
troepfelte dribbled
troesten solace
troestend solacing
troestet solaces
trommelnd drumming
trommelt drums
tropfen seep
tropfend seeping
tropft seeps
tropisch tropical
trostlos comfortless
trottelig gawkly
trotten jog
trottend jogging
trottet jogs
trueb turbidly
truebe blear
trueben tarnish
truebend tarnishing
truebsinnig doleful
truebt tarnishs
truegerisch elusorily
trug wore
tuechtig strenuous
tuencht whitewashes
tuend doing
tuerkies turquoise
tuerkisch turkish
tugendhaft virtuously
tun do
tut does
typisch typical
typische typical
tyrannisch tyrannic
tyrannisieren tyrannize
tyrannisierend tyrannizing
tyrannisiert tyrannizes
tyrannisierte tyrannized
uberdachte mulled
uebel evil
uebelnehmend resenting
uebelriechend malodoruos
ueben practise
uebend exercising
ueber about
ueberall everywhere
ueberanstrengen overstrain
ueberanstrengend overstraining
ueberanstrengt overstrained
ueberarbeitend revising
ueberarbeitet overwrought
ueberbewerten overvalue
ueberbewertend overvaluing
ueberbewertet overvalued
ueberbieten outbid
ueberbietend outbidding
ueberbietet outbids
ueberbot outbade
ueberboten outbidded
ueberdaueren outlast
ueberdauernd outlasting
ueberdauert outlasts
ueberdauerte outlasted
ueberdeckend overlaid
ueberdenkend mulling
ueberdenkt mulls
ueberdies moreover
ueberdrucken overprint
uebereifrig officious
uebereingestimmt accorded
uebereinstimmen coincide
uebereinstimmend accordant
ueberfaellt raids
ueberfallen raided
ueberfallend raiding
ueberfliegend browsing
ueberfluessig superfluous
ueberfluten flood
ueberflutet floods
ueberfuellen glut
ueberfuellend glutting
ueberfuellt gluts
ueberfuellte glutted
uebergeben committed
uebergebend consigning
uebergehend ignoring
uebergelaufen overflowed
uebergluecklich overjoied
uebergreifen overlap
ueberhaengen overhang
ueberheblich arrogant
ueberhitzen overheat
ueberhoeht inflated
ueberholen outdistance
ueberholend outdistancing
ueberholt outdistances
ueberholte outdistanced
ueberladen overcharge
ueberladend overcharging
ueberladene overloaded
ueberlaedt overcharges
ueberlaesst cedes
ueberlagernd overlaying
ueberlagert overlayed
ueberlappen interleave
ueberlappende overlapping
ueberlassen cede
ueberlassend ceding
ueberlasten overload
ueberleben outlive
ueberlebend outliving
ueberlebt outlives
ueberlebte outlived
ueberlegen deliberate
ueberlegend cogitating
ueberlegt deliberates
ueberlegte cogitated
ueberlisten outwit
ueberlistend outwitting
ueberlistet outwits
ueberlistete outwitted
uebermaessig effusive
uebermitteln convey
uebermittelnd transceiving
uebermittelt transmitted
uebermuetig rollicking
uebernahm undertook
uebernatuerlich supernatural
uebernehmen undertake
uebernehmend undertaking
uebernommen undertaken
ueberpruefen revise
ueberraschen overtake
ueberraschend surprising
ueberrascht overtakes
ueberraschte overtook
ueberreden persuade
ueberredend persuading
ueberredet persuades
ueberredete persuaded
ueberrundet surrounds
ueberschaetzen overrate
ueberschaetzend overrating
ueberschaetzt overrates
ueberschaetzte overrated
ueberschatten overshadow
ueberschattend overshadowing
ueberschattet overshadows
ueberschattete overshadowed
ueberschreibt overwrites
ueberschreiten exceed
ueberschreitend exceeding
ueberschreitet exceeds
ueberschrieben captioned
ueberschritten exceeded
ueberschuessig excessive
ueberschwemmen deluge
ueberschwemmend deluging
ueberschwemmt deluges
ueberschwemmte deluged
uebersehend overlooking
uebersehene overlooked
uebersetzen compile
uebersetzend translating
uebersetzt translated
uebersieht overlooks
ueberspannt extravagant
ueberstanden overcame
ueberstehend overcoming
uebersteht overcomes
uebersteigen surmount
uebersteigend surmounting
uebersteigt surmounts
ueberstiegen surmounted
ueberstimmen overrule
ueberstimmend overruling
ueberstimmte overruled
ueberstrahlen outshine
ueberstrahlend outshining
ueberstrahlt outshines
ueberstrahlte outshined
uebertraegt transfers
uebertraf outdid
uebertragbar assignable
uebertragbare transferable
uebertragen carry
uebertragend transfering
uebertreffen excel
uebertreffend excelling
uebertreiben exaggerate
uebertreibend exaggerating
uebertreibt exaggerates
uebertreten transgress
uebertretend transgressing
uebertrieben exaggerated
uebertriebene overacted
uebertrifft excels
uebertritt transgresses
uebertroffen excelled
uebervoelkert overpeopled
uebervorteilen outsmart
uebervorteilend outsmarting
uebervorteilt outsmarted
ueberwachen watch
ueberwaeltigen overmaster
ueberwaeltigend overmastering
ueberwaeltigt overmasters
ueberwaeltigte overmastered
ueberwiegen outweigh
ueberwiegend outweighing
ueberwiegt outweighs
ueberwog outweighed
ueberwuchern overgrow
ueberwuchernd overgrowing
ueberwuchert overgrows
ueberwucherte overgrowed
ueberzaehlig supernumerary
ueberzahlen overpay
ueberzahlend overpaying
ueberzahlte overpayed
ueberzeugen convince
ueberzeugend convincing
ueberzeugt convinces
ueberzeugte convinced
ueberzogen coated
ueblich convenient
ueblicherweise usually
uebrigbleibend residual
ueppig luscious
ultraviolett ultraviolet
um...willen sake
umarmen embrace
umarmend embracing
umarmt embraces
umarmte embraced
umbenannt renamed
umbenennen rename
umbilden remodel
umbrechend wrapping
umdefinieren redefine
umfangreich voluminously
umfangreiche voluminous
umfassen comprise
umfassend enfolding
umfassende comprehensive
umfasst enfolds
umfasste enfolded
umgangen circumvented
umgangene bypassed
umgeben encompass
umgebend surrounding
umgebungsmaessig environmental
umgehen bypass
umgehend bypassing
umgeht bypasses
umgekehrt conversely
umgekommen perished
umgestalten metamorphose
umgestaltend metamorphosing
umgestaltet metamorphosed
umgestellt reconverted
umgewandelt transformed
umgibt encompasses
umhergestreift rambled
umherstreifend ramble
umhertollend wantoning
umhuellen muffle
umhuellend muffling
umhuellt muffled
umkehrbar reversible
umkehren invert
umkehrend reversing
umkleiden coat
umkommen perish
umkommend perishing
umlaufend rotary
umleiten deflect
umliegend circumjacent
umnumeriert renumbered
umnummerieren renumber
umrahmend framing
umrahmt framed
umrandend bordering
umrechnen randomize
umschliessen enclose
umschliesst embeds
umschreiben circumscribe
umschreibend circumscribing
umschreibt circumscribes
umschrieben circumscribed
umseitig overleaf
umsetzen transcribe
umsortieren resort
umstaendlich circumstantial
umstellen reconvert
umstellend reconverting
umstrukturiert restructured
umwaelzen recycle
umwandeln transform
umwandelnd transforming
umwerfen upset
umwerfend upsetting
unabhaengig independant
unablaessig unremittingly
unabsichtlich unintentional
unachtsam heedless
unaehnlich dissimilar
unaktiviert uninitiated
unangebracht inappropriate
unangefochten unchallenged
unangemessen inadequately
unangenehm objectionable
unangetastet unsolicited
unannehmbar unacceptable
unanstaendig indecent
unartig naughty
unartiger naughtier
unartigste naughtiest
unaufhoerlich ceaselessly
unaufhoerliche ceaseless
unaufmerksam inattentive
unaufrichtig insincere
unausgeglichen unbalanced
unaussprechlich ineffably
unaussprechnich ineffable
unbaendig ungovernable
unbarmherzig merciless
unbeabsichtigt undesignedly
unbeachtet uncared
unbeansprucht unclaimed
unbeantwortet unanswered
unbedacht unmindfully
unbedenklich unhesitating
unbedeutend inconsiderable
unbedingt absolute
unbeendet undetermined
unbefangen ingenuous
unbefleckt unpolluted
unbefriedigend unsatisfactory
unbefriedigt unsatisfied
unbefugt unauthorized
unbegrenzt unbounded
unbeholfen ungainly
unbekannt innominate
unbekuemmert reckless
unbelaestigt unmolested
unbelehrbar unteachable
unbemerkt unnoticed
unbenannt unlabeled
unbenutzt unneeded
unbeobachtet unobserved
unberaten unadvised
unberechenbar incalculable
unberechtigt unwarranted
unberuehrt unaffected
unbeschaedigt intact
unbeschaeftigt unemployed
unbescheiden immodest
unbeschraenkt illimitable
unbeschreiblich indescribable
unbesetzt unallocated
unbesiegt unconquered
unbesonnen indiscreet
unbestaendig impermanent
unbestaetigt unconfirmed
unbestimmbar nondescript
unbestimmt indecisive
unbestreitbar indisputable
unbestritten unchallengedly
unbetitelt untitled
unbetont unstressed
unbetreten untrod
unbewacht unguarded
unbeweglich immobile
unbewegt unmoved
unbewohnbar uninhabitable
unbewohnt uninhabitated
unbewusst unconscious
unbezaehmbar irrepressible
unbezahlbar priceless
