aal ale
schlacken slags
schlaege percussions
schlaeger racket
schlaegereien batteries
schlaeuche hoses
schlaf sleep
schlafanzug nightgown
schlafenszeit bedtime
schlaflied lullaby
schlaflieder lullabies
schlaflosigkeit insomnia
schlafplatz roost
schlafstellen roosts
schlafzimmer bedroom
schlag bash
schlagfertigkeit repartee
schlagmann batsman
schlagwoerter catchwords
schlagwort catchword
schlamm mud
schlampe slattern
schlampen slatterns
schlange serpent
schlangen serpents
schlauch hose
schleife loop
schleifstein whetstone
schleifsteine whetstones
schleim mucus
schleuder catapult
schleudern catapults
schliesser turnkey
schlinge noose
schlingen nooses
schlitten skid
schlitz slit
schlitze slits
schloesser castles
schloss castle
schlosser locksmith
schlucht gulch
schluchten gulches
schluck gulp
schluckauf hiccough
schluepfer knickers
schluesse conclusions
schluessel clef
schluesselbein collarbone
schluesselloch keyhole
schluesselloecher keyholes
schluesselwoerter keywords
schluss conclusion
schmalz lard
schmarotzer parasite
schmeichelei taffy
schmeicheleien taffies
schmerotzer parasites
schmerz pain
schmerzen pangs
schmetterling butterfly
schmied blacksmith
schmiede smithy
schmiedeeisernes ironwork
schmieden smithies
schmiedeteil forging
schmierfett grease
schmiermittel lubricant
schmuck trappings
schmutz filth
schnabel beak
schnalle buckle
schnappschuesse snapshots
schnappschuss snapshot
schnauze muzzle
schnauzen muzzles
schnecken snails
schnee snow
schneeball snowball
schneegloeckchen snowdrop
schneestuerme blizzards
schneesturm blizzard
schneider tailor
schnelligkeit promptness
schnellstart quickstart
schnitt snip
schnitte slice
schnittlauch chive
schnittstelle interface
schnitzerei carving
schnoerkel flourish
schnuere cords
schnuersenkel bootlace
schnur cord
schoenheit beauty
schoenheiten beauties
schoenschrift calligraphy
schoepfung creation
schokolade chocolate
schorf scab
schornstein smokestack
schoss lap
schottenrock kilt
schottenroecke kilts
schraege bevel
schraenke lockers
schrank cupboard
schraube screw
schraubenlinie helix
schraubenschluessel spanner
schraubstock vice
schraubzwinge vice
schreck fright
schrecken fright
schrei cry
schreiber clerk
schreibkraft typist
schreibmaschine typewriter
schreibtisch desktop
schreibwaren stationery
schrein shrine
schreine shrines
schreiner carpenter
schrift script
schriftart font
schriftbreite width
schriften scripts
schriftsteller writer
schritt step
schritte gaits
schrumpfung shrinkage
schrumpfungen shrinkages
schub thrust
schubkarre wheelbarrow
schubkarren wheelbarrow
schuechternheit diffidence
schuechternheiten shynesses
schueler disciple
schuelerin schoolgirl
schuelerinnen schoolgirls
schuerze apron
schuerzen aprons
schuesse shots
schuessel dish
schuesseln dishes
schuft rascal
schufte rascals
schuh shoe
schuhanzieher shoehorn
schuhe shoes
schuhputzer shoeblack
schuhwichse shoeblacking
schuld debt
schulden debts
schuldner debtor
schuldschein iou
schule school
schulen schools
schulter shoulder
schultern shoulders
schund shoddy
schuppen dandruff
schurke knave
schurken miscreants
schuss shoot
schuster cobbler
schutt rubbish
schutz protection
schutzentfernung unprotection
schutzgebiet dependency
schutzgebiete dependencies
schwaden swath
schwaeche foible
schwaechen foibles
schwaechling weakling
schwaechlinge weaklings
schwaene swans
schwaenze tails
schwaerme bevies
schwaermer gusher
schwaetzer chatterer
schwalbe swallow
schwalben swallows
schwamm sponge
schwan swan
schwangerschaft pregnancy
schwankung fluctuation
schwanz tail
schwarm bevy
schwefel sulphur
schweigen silence
schwein pig
schweine pigs
schweinerei rascality
schweinereien rascalities
schweinsleder pigskin
schweiss perspiration
schwelle sill
schwellen sills
schwellung bulge
schwere gravity
schwerkraft gravitation
schwermut melancholy
schwert sword
schwerter swords
schwertfisch swordfish
schwester sister
schwestern sisters
schwierigkeit difficulty
schwierigkeiten difficulties
schwindel bogus
schwingungsknoten node
schwungrad flywheel
schwur vow
sebstmord suicide
see sea
see- naval
seele soul
seelen souls
seeleute navigators
seemann navigator
seen lakes
seereise voyage
segel canvas
segelboot sailboat
segelflugzeug glider
segelflugzeuge gliders
segen boon
segler sailer
segment segment
segmente segments
sehne sinew
sehnen sinews
sehnsucht yearning
seide silk
seiden- silk
seidenraupe silkworm
seidenraupen silkworms
seife soap
seil rope
seilbahn ropeway
seile ropes
seite page
seiten pages
seiten-Nummerierung pagination
seitenumbruch pagebreak
seitenumbrueche pagebreaks
seitenweg byway
sekretaer secretary
sekretaere secretaries
sektor sector
sektoren sectors
selbstbedienungsladen groceteria
selbstgefaelligkeit egotism
selbstlosigkeit unselfishness
seligkeit beatitude
sellerie celery
seltenheit curiosity
seltenheiten rarities
seltsamkeit oddity
seltsamkeiten oddities
semikolon semicolon
seminar seminary
seminare seminaries
sender emitter
sendung broadcasting
sendungen missions
senf mustard
sensation sensation
sensationen sensations
sensationsdarsteller stuntman
sense scythe
sensen scythes
sentimentalitaet sentimentality
september sept
sequenzen sequences
seren serums
serien series
serum serum
serviette napkin
servietten napkins
seuche pestilence
seufzen sigh
seufzer sigh
shareware shareware
sichel sickle
sicheln sickles
sicherer saver
sicherheit certainty
sicherheiten certainties
sichtbarkeit visibility
sichtbarmachung visualize
sichtvermerk visa
sichtvermerke visas
sichtweiten visibilities
sie they
sieb sieve
siedler settler
siedlung colony
siedlungen colonies
sieg victory
siege victories
siegel seal
sieger victor
sieselbst yourself
signal signal
silbe syllable
silben syllables
silbentrennung hyphenation
silber silver
simulation simulation
sinn sense
sinus sine
sippe clan
sippen clans
sirene siren
sirenen sirens
sirup molasses
sitte custom
situationen situations
sitz fit
sitzbank bench
sitze seats
sitzplatz seat
sitzung session
sitzungen sessions
skandal scandal
skandale scandals
skelett skeleton
skelette skeletons
skeptiker sceptic
ski ski
skilaeufer skier
sklave drudge
sklaven drudges
sklaverei bondage
sklavereien servitudes
skrupel scruple
skulptur sculpture
skulpturen sculptures
smaragd emerald
smaragde emeralds
smoking tuxedo
smokings tuxedos
socke sock
sockel pedestal
socken socks
soehne sons
sofa settee
sofas settees
software software
sog suction
sohlen soles
sohn son
soldat soldier
soldaten soldiers
solist soloist
solisten soloists
solo standalone
sommer summer
sommerfrische summer-resort
sommersprosse freckle
sommersprossen freckles
sommerwende midsummer
sonne sun
sonnen- solar
sonnenaufgang sunrise
sonnenfleck sunspot
sonnenschirm parasol
sonnenschirme parasols
sonnenstand sunset
sonnenstich sunstroke
sonnenstrahl sunbeam
sonnenstrahlen sunbeams
sonnenuntergaenge sunsets
sonnenuntergang sundown
sonntag sunday
sorge care
sorgen headaches
sorglosigkeit carelessness
sortiment assortment
sortimente assortments
sosse sauce
sossen dressings
sozialhilfe welfare
sozialhilfeempfaenger pauper
spaesse sprees
spalte chink
spalten columns
spaltung fission
spaltungen fissions
spanien spain
spanier spaniard
spannung tension
spannungen tensions
sparbuch bankbook
sparbuecher passbooks
spargel asparagus
sparsamkeit thrift
sparsamkeiten thrifts
spass fun
spassvogel joker
spaten spade
spatz sparrow
spatzen sparrows
spaziergang walk
spechte woodpeckers
speckschnitten rashers
spediteur remover
spediteure removers
speer javelin
speere javelins
speichel saliva
speicher loft
speicherung storage
speicherungen storages
speicherzelle cell
speise food
speiseeis ice-cream
speisezimmer dining-room
spende dole
spenden bounties
sperre barrier
sperrung inhibition
spezifikation specification
spezifikationen specifications
spiegel mirror
spiegelnd mirroring
spiel clearance
spiele games
spieler players
spielfeld field
spielgefaehrte playfellow
spielgefaehrten playfellows
spielplaetze playgrounds
spielplatz playground
spielsachen toys
spielzeug plaything
spielzeuge playthings
spinat spinach
spindel arbor
spindeln spindles
spinne spider
spinnen spiders
spinnengewebe cobweb
spinner madcaps
spinngewebe cobweb
spirale helix
spitze peak
spitzen peaks
spitzname nickname
spitznamen nicknames
spleene spleens
splitter shiver
spoetterei raillery
spoettereien railleries
sport sport
sportkegeln skittle
sportwagen roadster
spott jeer
sprache language
sprachen languages
sprecher speaker
sprechstunde consultation-hour
spreu chaff
sprichwort proverb
sprichworte proverbs
spross scion
sprosse scions
sprotte sprat
sprotten sprats
spruch verdict
sprueche verdicts
sprung jump
spuelkueche scullery
spuelkuechen sculleries
spueltisch sink
spuersinn flair
spuk spook
spule bobbin
spulen bobbins
spur trace
spuren traces
staatsangehoeriger national
staatsangehoerigkeit nationality
stab baton
stachelschwein porcupine
stachelschweine porcupines
stadt city
stadt- urban
stadtbezirk municipality
stadtgraben moat
stadtgraeben moats
staebe batons
staedte cities
staedter townsfolk
staemme tribes
staendchen serenade
staender pillar
staerke strength
stahl steel
stall stable
stallung mews
stamm tribe
stammbaeume pedigrees
stammbaum pedigree
stand stall
standpunkt standpoind
standpunkte standpoints
stanniol tinfoil
stapel stack
star starling
stare starlings
start start
startzeile startline
station station
stationen stages
staub dust
staubsauger hoover
staudaemme barrages
stauwasser backwater
steckmodul cartidge
steg web
steig- upstream
steigerung escalation
steigerungen escalations
steigung acclivity
steigungen acclivities
stein stone
steine stones
steingut stoneware
stell- servo-
stelle digit
stellen locations
stellung posture
stellungen postures
stelze stilt
stelzen stilts
stenotypistinnen typists
stepptanz tapdance
sterbeanzeige obituary
sterbeanzeigen obituaries
sterblichkeit mortality
stern asterisk
sterne asterisks
sternen- starry
sternenlicht starlight
sternenlichter starlights
sternwarte observatory
sternwarten observatories
steuerrad steering-wheel
steuerung steerage
steuerungen steerages
steuerzahler taxpayer
stich twinge
stiche twinges
stichelei quip
sticheleien quips
stickstoff nitrogen
stiefel boot
stiel handle
stiele helves
stier bull
stiere bulls
stift pin
stifte pencils
stiftschraube stud
stil style
stille stillness
stillstand standstill
stimme voice
stimmen voices
stimmung mood
stirn forehead
stirnhaar forelock
stock cane
stockungen deadlocks
stockwerke storeys
stoepsel peg
stoerche storks
stoerung disturbance
stoerungen disturbances
stoesse hitches
stoessel tappet
stoff stuff
stoffhaendler mercer
stolz haughtiness
stomerzeuger generator
stoppel stubble
stoppeln stubbles
storch stork
stoss brunt
stossstange bumper
straehne skein
straehnen skeins
straende seasides
straeusse bouquets
straf- penal
strafe penalty
strafen penalties
strahlen spouts
strahlung radiation
strand beach
strandgut waif
strasse avenue
strassenbahn tram
strassenbahnen tramways
strassenkehrer scavenger
strauch shrub
strauss bouquet
streich escapade
streichholzschachtel matchbox
streichorchester stringband
streifen streak
streik strike
streit moot
strenge rigor
strick halter
stricke halters
strickzeug knitting
strieme wale
striemen wales
stroh straw
strolch hoodlum
strolche hoodlums
strom current
struempfe nylons
struktur structure
strukturen structures
strumpf stocking
strumpfbaender garters
strumpfband garter
student student
studenten students
stueck peace
stueckchen shred
stuecke bites
stuehle chairs
stuempfe stubs
stuerme gales
stuetze prop
stufe degree
stufen levels
stuhl chair
stummel snag
stumpf stub
stunde hour
stunden hours
stundenplan time-table
sturheit obstinacy
sturm gale
sturzflut torrent
sturzfluten torrents
stute mare
stuten mares
subjekt subject
substantiv noun
sucher seeker
suechtige addicts
suechtiger addict
sueden south
suehne atonement
suempfe marshes
suende sin
suenden sins
suendenbock scapegoat
suendenboecke scapegoats
suender sinner
suessigkeiten sweets
suffix suffix
summe sum
summen totals
summer buzzer
sumpf marsh
supermaerkte supermarkets
supermarkt supermarket
suppe soup
suppen soups
symbol symbol
symbole symbols
syntax syntax
syrup syrup
system system
systeme systems
szene scene
szenerie scenery
szenerien sceneries
tabak tabacco
tabakhaendler tobacconist
tabelle table
tablett tray
tabu taboo
tabulatoren tabs
tabus taboos
tadel animadversions
taefelung wainscot
taefelungen wainscots
taeler dales
taenzer dancer
taeter offender
taetigkeit agitation
taetigkeiten agitations
taeuschung deception
taeuschungen deceits
tafel blackboard
tafelsilber silverware
tag day
tage days
tagebuch diary
tagebuecher diaries
tagesanbruch daybreak
tagesereignisse current-events
tageslicht daylight
tageszeit daytime
taifun typhoon
taifune typhoons
taille bodice
taillen waists
takt tact
takterzeugung clocking
taktik tactics
tal dale
talent talent
tang seaweed
tangente tangent
tank tank
tannen firs
tante aunt
tanten aunts
tanz dance
tapete wallpaper
tapeten wallpapers
tapferkeit bravery
tapferkeiten valors
tarif tariff
tarife tariffs
tarnung camouflage
tasche pocket
taschenbuch paperback
taschenbuecher paperbacks
taschendieb pickpocket
taschendiebe pickpockets
taschenfeuerzeug lighter
taschenmesser penknife
taschentuch handkerchief
taschenuhr watch
tasse cup
tassen cups
tastatur keyboard
tastaturen keyboards
taste bar
tasten buttons
tastenanschlag keystroke
tastencodes keycodes
tastendruecke keystrokes
tastenname keyname
tat deed
taten deeds
tatkraft energy
tatsache fact
tatsachen facts
taube dove
tauben doves
tauchkolben plunger
taufen baptisms
taugenichts scapegrace
taugenichtse scapegraces
tauglichkeit fitness
tausendfuessler millepede
taxen cabs
taxi cab
taxifahrer cabman
techniker technician
technisch technically
technologie technology
technologieen technologies
tee teas
teegebaeck muffins
teekanne teapot
teekannen teapots
teer tar
teetasse teacup
teetassen teacups
teich hamlet
teiche hamlets
teig dough
teil part
teilbereich partition
teile members
teilhaber partner
teilnahme participation
teilnahmen participations
teilnehmer participant
telefon phone
telefone telephones
telefonzelle callbox
telegraf telegraph
telegrafen telegraphs
telegrafie telegraphy
telegramm telegram
telegramme telegrams
teleobjektiv telephoto
telephon telephone
television television
teller plate
tempel temple
temperament temperament
temperamente temperaments
temperatur temperature
temperaturen temperatures
tendenz tendency
tendenzen tendances
tennis tennis
tenor tenor
teppich carpet
teppiche carpets
termin deadlineletzter
terminal terminal
terminals terminals
terminologie terminology
terpentin turpentine
terrasse terrace
terrassen terraces
terrine tureen
terrinen tureens
territorien territories
test test
tester tester
teufel demon
teufelchen imp
teufelei devilry
teufeleien devilries
text text
texte texts
textfarbe textcolor
textfile textfile
textil- textile
textilien textiles
textverarbeitung wordprocessing
textverarbeitungen wordprocessors
theater theater
thema theme
themen themes
theologe theologian
theologen theologians
theologie theology
theorie theory
theorien theories
thermal- thermal
thermometer thermometer
thermos- thermos
thron throne
throne thrones
thunfisch tunny
thunfische tunas
tiefe deepness
tiefen depths
tiefland lowland
tier animal
tieraerzte vets
tierarzt vet
tiere animals
tiger tiger
tigerin tigress
tigerinnen tigresses
tilgung acquittance
timer timer
tinktur tincture
tinkturen tinctures
tinte ink
tintenfisch octopus
tips tips
tisch desk
tischler joiner
tischtuch table-cloth
titel captions
tochter daughter
tochtergesellschaft subsidiary
tod death
toechter daughters
toelpel boobies
toene chimes
toepfer crocker
toerchen wicket
toilette toilet
toiletten toilets
toll! wow
tollhaeuser bedlams
tollhaus bedlam
tomate tomato
tomaten tomatoes
ton sound
tonband tape
tonne ton
tonnen tons
topf pot
tor gate
tore gates
tornado tornado
tornados tornados
tornister knapsack
torte pie
torten pies
tortenfuellung mincemeat
totenglocke knell
totenglocken knells
totschlaeger killer
totschlag homicide
tour tour
touren tours
tourist sightseer
touristen sightseers
tracht livery
trachten liveries
tradition tradition
traditionen traditions
traeger bearer
traegheit idleness
traene tear
traenen tears
traeumer dreamer
traeumerei reverie
traeumereien reveries
tragbahre stretcher
tragbahren stretchers
tragbarkeit portability
tragen barrows
tragoedie tragedy
tragoedien tragedies
trainer trainers
trance trance
transaktion transaction
transistoren transistors
transport transportation
trapez trapeze
traubenzucker glucose
trauerfeier obsequies
traum dream
traumbild vision
traurigkeit sadness
traversal traversal
travestie travesty
travestien travesties
treffen meeting
treiber driver
treibsand quicksand
trennung detachment
trennungen detachments
treppe stair
treppen stairs
treppengelaender banisters
tretmuehle treadmill
treue fidelity
treulosigkeit infidelity
treulosigkeiten infidelities
tribuene tribune
tribuenen tribunes
trichter funnel
trick dodge
tricks artifices
trikot tights
trillion trillion
trilogie trilogy
trinker drunkard
trinkgeld gratuity
tritt kick
trittbrett footboard
triumph triumph
triumph- triumphal
troedelei dalliance
troedeleien dalliances
troedelladen junk-shop
troege hods
trog hod
trommel drum
trompete trumpet
trompeten trumpets
trophaee trophy
trophaeen trophies
trost consolation
trott trot
trottel dolt
trueffel truffles
truemmer wreckage
truempfe trumps
trugbild phantasm
trugbilder phantasms
trumpf trump
trunkenbold sot
trunkenbolde sots
truppe squad
truppen squads
truthaehne turkeys
truthahn turkey
tuch cloth
tuechtigkeit efficiency
tuellen beaks
tuemmler tumbler
tuenche whitewash
tuer door
tueren doors
tuerke turk
tuerken turks
tuermchen turret
tuerme towers
tuete paper-bag
tueten paperbags
tugend virtue
tugendbold prig
tugendbolde prigs
tulpe tulip
tulpen tulips
tumor tumor
tumore tumors
tumult hubbub
tumulte riots
tunfisch tuna
tunnel tunnel
turbine turbine
turbinen turbines
turbo turbo
turbolader turbocharger
turm tower
turnier tournament
turniere tournaments
typenraddrucker daisywheel
tyrann tyrant
tyrannen tyrants
uebelkeit nausea
uebeltaeter malefactor
uebeltat misdeed
uebeltaten misdeeds
ueberarbeitungen revisions
ueberblick overview
ueberdachung canopy
ueberdachungen canopies
uebereinstimmung accord
uebereinstimmungen accordances
ueberfall raid
ueberfluesse exuberances
ueberfluss abundance
ueberfuehrung viaduct
ueberfuehrungen viaducts
uebergaenge transitions
uebergang transit
uebergewicht overweight
uebergroesse kingsize
ueberheblichkeit arrogance
ueberheblichkeiten arrogances
ueberlagerung heterodyn
ueberlast overload
ueberlastung congestion
ueberlauf overflow
ueberleben viability
ueberlegenheit transcendence
ueberlegenheiten transcendences
ueberlegung deliberation
ueberlegungen deliberations
ueberlieferungen deliverances
uebermittler transmitters
ueberpruefung review
ueberraschung emergency
ueberraschungen emergencies
uebersaettigung surfeit
uebersaettigungen surfeits
ueberschall- supersonic
ueberschreiben overwrite
ueberschrift caption
ueberschriften headings
ueberschuesse overplusses
ueberschuss excess
uebersendung consignment
uebersendungen consignments
uebersetzer translators
uebersetzt translates
uebersetzung transformation
uebersetzungen translations
uebersicht digest
uebersichten synopses
ueberspanntheit extravagance
ueberspanntheiten extravagances
uebertragung transfer
uebertreibung overstatement
uebertreibungen overstatements
uebertretung transgression
uebertretungen transgressions
ueberwachung survey
ueberzuege casings
ueberzug casing
uebung exercise
uebungen exercises
uenbekuemmertheit unconcern
ufer bank
uferstrassen quays
uhr clock
uhren timepieces
uhrfeder mainspring
uhrfedern mainsprings
ulk josh
ulme elm
ulmen elms
ultimatum ultimatum
ultra- ultra
umarmung hug
umbenennung renaming
umbruch upheavel
umbrueche upheavels
umdrehung revolution
umdrehungen rotations
umerziehung reeducation
umerziehungen reeducations
umfang complexity
umgebung environment
umgebungen environments
umgebungs- ambient
umgehung bypass
umgehungen evasions
umhaenge capes
umhang cape
umkehrung reversal
umkehrungen reversals
umlaeufe currencies
umlauf circulation
umlaufbahn orbit
umlaufbahnen orbits
umleitung diversion
umleitungen redirections
umriss contour
umrisse contours
umsaetze turnovers
umsatz turnover
umschwuenge revulsions
umschwung revulsion
umsetzung conversion
umstaende circumstances
umstand circumstance
umstellung changeover
umwandlung commutation
umwandlungen commutations
umweg detour
umwege detours
umwelt environment
unabhaengigkeit independence
unannehmlichkeit unpleasantness
unanstaendigkeit indecency
unanstaendigkeiten indecencies
unbegrenzt unlimited
unbehagen discomfort
unbekannt unknown
unbekuemmertheiten unconcerns
unbeliebtheit unpopularity
unbesonnenheit temerity
unbesonnenheiten temerities
undankbarkeit ingratitude
unendlichkeiten infinities
unentschiedenheit abeyance
unerfahrenheit inexperience
unerfahrenheiten inexperiences
unerwartet unexpected
unfaehigkeit disability
unfaehigkeiten disabilities
unfaelle accidents
unfall accident
unfug mischief
ungeduld impatience
ungeheuer monster
ungeheuerlichkeit monstrosity
ungeheuerlichkeiten monstrosities
ungehoerigkeit impropriety
ungehoerigkeiten improprieties
ungehorsam disobedience
ungenauigkeiten inaccuracies
ungenuegend insufficient
ungerechtigkeit iniquity
ungerechtigkeiten iniquities
ungestuem vehemence
ungeziefer vermin
unglaube unbelief
ungleichheit disparity
ungleichheiten disparities
ungleichmaessigkeit inequality
ungleichmaessigkeiten inequalities
unglueck calamity
ungluecke calamities
ungluecksbringer hoodoo
unheil mischief
unhoeflichkeit discourtesy
unigelaende campus
universitaet university
universitaeten universities
unklarheit blur
unkraut weed
unmaessigkeit intemperance
unmaessigkeiten intemperances
unmoeglichkeit impossibility
unordnung disorder
unredlichkeit dishonesty
unruhe fidget
unruhen riot
unschuld innocence
unsicherheit uncertainty
unsicherheiten uncertainties
unsinn hooey
unsinn! rats!
unsterblichkeit immortality
unstimmigkeit disagreement
unstimmigkeiten disagreements
untaetigkeit inactivity
untaetigkeiten inactivities
untat malpractice
untaten malpractices
unter- nether
unteraufgabe subtask
unteraufgaben subtasks
unterbewertung understatement
unterbrechung intermission
unterbrechungen intermissions
unterdrueckung depression
unterdrueckungen oppressions
unterernaehrung malnutrition
unterfuehrung subway
unterfuehrungen subways
unterfunktion subfunction
unterfunktionen subfunctions
untergeordnete underling
untergeschoss basement
untergrund underground
untergrund- undergruond
unterhaendler negotiator
unterhalt livelihood
unterhaltung amusement
unterhaltungen amusements
unterhaltungsaufwand upkeep
unterhaltungskosten upkeeps
unterhemd singlet
unterholz underbrush
unterkunft lodging
unterlage pad
unterlegene underdogs
unterlegener underdog
unterlegscheibe washer
unterleib abdomen
unterlizenz sublicense
untermenues submenus
unternehmen company
unternehmungen transactions
unterredung interlocution
unterredungen interlocutions
unterricht tuition
unterrichtungen tuitions
unterroutine subroutine
unterroutinen subroutines
unterscheidung discrimination
unterschied difference
unterschiede differences
unterschlagung defalcation
unterschlagungen defalcations
unterschrift signature
unterschriften signatures
untersetzung reduction
untersucher investigator
untersuchte researched
untersuchung inquest
untersuchungen analysis
untertasse saucer
untertassen saucers
unterteilung subdivision
unterteilungen subdivisons
unterwaesche lingerie
unterwerfung submission
unterwerfungen submissions
unterzeichner signer
untreue perfidy
unvereinbarkeit inconsistency
unvergleichliche nonpareil
unverschaemtheit impertinence
unverschaemtheiten impertinences
unvertraeglichkeit incompatibility
unwetter thunder-storm
unwissenheit ignorance
unzufriedenheit discontent
uran uranium
urheber initiator
urheberschaft authorship
urkunde document
urlaub exeat
urlauber vacationist
urne urn
urnen urns
ursache causale
ursachen causales
urspruenge origins
ursprung genesis
urteil judgement
urteile judgements
utilities utilities
vakuum vacuum
vamp vamp
vampir vampire
vampire vampires
vanille vanilla
variable variable
variablenname variablename
variation variation
variationen variations
variete vaudeville
varietes vaudevilles
vase vase
vasen vases
vater father
vaterschaft fatherhood
veantwortlichkeit responsibility
vegetarier vegetarian
veilchen violets
vektor vector
vektoren vectors
ventil valve
ventilation ventilation
ventilator ventilator
ventilatoren ventilators
ventile valves
verabredung agreement
verabredungen assignations
verachtung contempt
verachtungen contempts
veraenderlichkeit variability
veraenderung mutation
veraenderungen mutations
veranlassung inducement
veranlassungen inducements
verantwortlichkeit liability
verb verb
verband bandage
verbannung banishment
verben verbs
verbesserung betterment
verbesserungen betterments
verbiegung deflection
verbinden connecting
verbinder connectors
verbindung chaining
verbindungen bonds
verbindungspunkt juncture
verbindungspunkte junctures
verbindungsstueck link
verbot ban
verbote bans
verbrauch consumption
verbraucher consumer
verbrechen crime
verbrecher felon
verbreitung propagation
verbrennung combustion
verbrennungen combustions
verbuendeter ally
verdacht suspicion
verdaechtigungen suspicions
verdauungsstoerung indigestion
verdauungsstoerungen indigestions
verderben perdition
verdichtung condensation
verdichtungen condensations
verdienst merit
verdienste merits
verdrehung contortion
verdrehungen contortions
verehrer worshipper
verehrung veneration
verehrungen venerations
vereinbarung acknowledge
vereinbarungen agreements
vereine clubs
vereinfachung simplification
vereinheitlichung unification
vereinheitlichungen unifications
vereinigte federal
vereinigung coalition
vereinigungen associations
verfall decadence
verfeinerung refinement
verfeinerungen refinements
verfolger follower
verfolgung chase
verfolgungen pursuances
verfuehrung seduction
verfuehrungen seductions
vergaser carburettor
vergebung remission
vergebungen pardons
vergehen misdoing
vergeltung requital
vergeltungen retributions
vergeltungpn requitals
vergessenheit oblivion
vergessenheiten oblivions
vergleich comparison
vergleiche comparisons
vergnuegen pleasure
vergoldungen gilts
vergroesserung augment
vergroesserungen augmentations
verguetung salary
verguetungen emoluments
verhaeltnis ratio
verhaeltnisse ratios
verhaengnis fate
verhalten behavior
verhandlung negotiation
verhandlungen negotiations
verhindert disables
verhuetung prevention
verirrungen aberrations
verkabelung cabling
verkaeufe sales
verkaeufer seller
verkaeuferin saleswoman
verkaeuferinnen saleswomen
verkauf sale
verkehr traffic
verkehrtheit perversities
verkleidung facing
verkleigungen facings
verknuepfer linker
verknuepfung linkage
verkrustung incrustation
verkrustungen incrustations
verlaesslichkeiten tenacities
verlassen quitting
verlegenheit embarrassment
verletzung breach
verletzungen violations
verleugnung abnegation
verleumdung calumniation
verleumdungen calumniations
verlobung betrothal
verlockung enticement
verlust losing
verluste losses
vermaechtnis bequests
vermaechtnisse legacies
vermieter landlord
vermieterin landlady
verminderung decrement
vermittler mediator
vermittlung mediation
vermittlungen mediations
vermutung conjecture
vermutungen presumptions
verneinungen denials
vernunft rationality
veroeffentlichung publication
verordnung ordinance
verordnungen ordinances
verpflegung catering
verpflichtung commitment
verpflichtungen liabilities
verraeter traitor
verrat treacheries
verringerung abatement
verruecktheit folly
verruecktheiten follies
vers verse
versammlung congregation
versammlungen congregations
versand dispatch
versandt shipping
verschachtelung nesting
verschiedenheiten diversities
verschleierung blur
verschluesse closures
verschluss closure
verschmelzung confusion
verschoenerungen embellishments
verschwendung dissipation
verschwiegenheit discretion
verschwinden disappearance
verschwoerer conspirator
verschwoerung conspiracy
verschwoerungen conspiracies
verseuchung contamination
verseuchungen contaminations
versicherer underwriter
versicherung assurance
versicherungen assurances
version version
versionen versions
verspottung derision
versprechen promise
verstaendnis understanding
verstaerker amplifier
verstaerkung reinforcement
verstaerkungen reinforcements
verstand brain
versteck hiding-place
verstecken encryption
verstellung disguise
verstellungen feints
verstopfung constipation
verstopfungen constipations
verstuemmelung mutilation
versuch attempt
versuche trials
versuchs- tentative
versuchung temptation
versuchungen temptations
verteidiger pleader
verteidigung defence
verteidigungen defenses
verteiler distributors
verteilung apportionment
vertraege contracts
vertrag agreement
vertrauen confidence
vertrautheit familiarity
vertretung representation
verurteilung condemnation
verurteilungen damnations
vervielfaeltigend multiplying
vervielfaeltigung duplication
vervollstaendigung integration
verwalter administrator
verwaltung administration
verwandschaft affinity
verwandschaften kins
verwandte relatives
verwandter kinsman
verwandtschaft kinship
verweigert denied
verweis animadversion
verwendung usage
verwicklung entanglement
verwicklungen entanglements
verwirklichung realization
verwirklichungen realizations
verwirrung confusion
verwirrungen confusions
verwuestung desolation
verwuestungen desolations
verzeichnis index
verzeichnisse schedules
verzeihung forgiveness
verzeihung! sorry!
verzicht renunciation
verzierung ornament
verzierungen ornaments
verzoegerung delay
verzweifelung desperation
verzweiflung despair
verzweigung fork
verzweigungen ramifications
veteranen veterans
video video
vieh cattle
vieleck polygon
vielecke polygons
vielfalt diversity
vielfrass glutton
vielzahl plurality
viereck quadrangle
vierecke quadrangles
vierfuessler quadruped
vierlinge quadruplets
viertel quarter
villa mansion
villen mansions
violine violin
virtuositaet virtuosity
virtuositaeten virtuosities
virus virus
visionen visions
vitalitaet vigor
vitalitaeten vitalities
vitamin vitamin
vitamine vitamines
voegel birds
voertraege recitals
vogel bird
vogelscheuche scarecrow
vokabel vocabulary
vokal vowel
vokale vowels
volk people
vollblueter thoroughbred
vollstaendigkeit completeness
volt volt
vorabend eve
voraussetzung supposition
voraussetzungen suppositions
voraussicht foresight
vorbedacht forethought
vorbereitend preparing
vorbereitung preparation
vorbereitungen preparations
vorbild paragon
vorbilder paragons
vorderbein foreleg
vordergrund foreground
vorderseite front
voreingenommenheit harm
vorenthaltung detention
vorenthaltungen detentions
vorfahr ancestor
vorfahren ancestors
vorfall event
vorgaben defaults
vorgaenger predecessor
vorgang process
vorgehensweise strategy
vorgeschmack foretaste
vorhaenge curtains
vorhaengeschloesser padlocks
vorhaengeschloss padlock
vorhang curtain
vorherrschaft dominance
vorhersage prediction
vorhersagen predictions
vorhut vanguard
vorkehrungen provisions
vorkommen incidence
vorladung citation
vorladungen citations
vorlaeufer precursor
vorlage pattern
